customer_id,categories_interested,price_sensitivity,preferred_brands,preferred_styles,preferred_shopping_days
CUST-0007853,"jewelry,handbags,women",medium,"Montclair House,Seaside Atelier","editorial,designer",weekday_evening
CUST-0007854,"handbags,jewelry",high,"Veloce Luxe,Aurelle Couture",contemporary,weekday_morning
CUST-0007855,"accessories,women,handbags",low,"Montclair House,Aurelle Couture",athleisure,weekend
CUST-0007856,"shoes,beauty",low,"Bellezza Studio,Montclair House,Veloce Luxe","designer,athleisure",anytime
CUST-0007857,"home,handbags,jewelry",medium,"Luxe & Co.,Veloce Luxe,Montclair House",designer,weekday_morning
CUST-0007858,beauty,medium,,"contemporary,editorial",weekend
CUST-0007859,men,medium,"Aurelle Couture,Montclair House,Veloce Luxe","athleisure,editorial",weekday_morning
CUST-0007860,"handbags,shoes",high,"Luxe & Co.,Bellezza Studio,Aurelle Couture",athleisure,weekday_evening
CUST-0007861,"handbags,shoes",low,"Bellezza Studio,Seaside Atelier",editorial,weekend
CUST-0007862,"shoes,home,accessories",low,,"editorial,athleisure",weekday_morning
CUST-0007863,men,low,"Luxe & Co.,Veloce Luxe","contemporary,classic",weekday_evening
CUST-0007864,"handbags,men,jewelry",medium,"Seaside Atelier,Montclair House","classic,editorial",weekend
CUST-0007865,handbags,high,Seaside Atelier,designer,weekday_morning
CUST-0007866,shoes,high,"Bellezza Studio,Luxe & Co.",designer,weekday_morning
CUST-0007867,"men,accessories,handbags",high,"Luxe & Co.,Seaside Atelier,Aurelle Couture","contemporary,classic",weekday_morning
CUST-0007868,"handbags,accessories",medium,"Bellezza Studio,Seaside Atelier",classic,weekend
CUST-0007869,men,high,"Bellezza Studio,Aurelle Couture",contemporary,weekday_evening
CUST-0007870,"jewelry,home",medium,,"athleisure,editorial",weekday_morning
CUST-0007871,"beauty,handbags,men",medium,"Montclair House,Aurelle Couture,Luxe & Co.",athleisure,weekday_morning
CUST-0007872,"handbags,shoes",medium,Montclair House,contemporary,weekday_evening
CUST-0007873,"home,men",medium,"Veloce Luxe,Aurelle Couture","designer,editorial",weekday_evening
CUST-0007874,"home,accessories",low,Aurelle Couture,"editorial,athleisure",weekend
CUST-0007875,"shoes,accessories,home",high,Aurelle Couture,"athleisure,designer",anytime
CUST-0007876,"shoes,jewelry,handbags",high,"Aurelle Couture,Luxe & Co.,Montclair House",contemporary,weekday_evening
CUST-0007877,"jewelry,accessories",medium,"Luxe & Co.,Montclair House","designer,contemporary",anytime
CUST-0007878,"men,home,women",low,"Montclair House,Seaside Atelier,Bellezza Studio",contemporary,weekday_evening
CUST-0007879,women,medium,"Aurelle Couture,Montclair House",designer,weekday_morning
CUST-0007880,"beauty,accessories,men",high,"Montclair House,Aurelle Couture","contemporary,editorial",weekday_evening
CUST-0007881,handbags,medium,,"editorial,designer",anytime
CUST-0007882,"men,accessories",high,"Montclair House,Luxe & Co.,Seaside Atelier",classic,weekday_morning
CUST-0007883,"accessories,jewelry",high,,classic,weekend
CUST-0007884,"women,jewelry,handbags",medium,"Bellezza Studio,Aurelle Couture",classic,weekday_evening
CUST-0007885,shoes,medium,"Seaside Atelier,Montclair House,Luxe & Co.",designer,weekday_evening
CUST-0007886,"women,men,shoes",medium,,"athleisure,contemporary",weekday_evening
CUST-0007887,"women,home",medium,,"editorial,contemporary",weekday_morning
CUST-0007888,"accessories,beauty,women",medium,"Aurelle Couture,Luxe & Co.,Veloce Luxe",designer,anytime
CUST-0007889,"handbags,men",medium,,athleisure,anytime
CUST-0007890,"jewelry,beauty,accessories",medium,"Aurelle Couture,Montclair House",classic,weekday_morning
CUST-0007891,shoes,medium,"Seaside Atelier,Montclair House,Bellezza Studio","editorial,athleisure",weekday_morning
CUST-0007892,"handbags,shoes",medium,,athleisure,weekend
CUST-0007893,"women,handbags",medium,,"classic,designer",weekend
CUST-0007894,shoes,low,Bellezza Studio,"classic,athleisure",weekend
CUST-0007895,"women,handbags,jewelry",medium,,contemporary,weekday_morning
CUST-0007896,"home,shoes",high,,"athleisure,classic",weekday_morning
CUST-0007897,"handbags,home,women",medium,"Luxe & Co.,Aurelle Couture,Bellezza Studio",editorial,weekend
CUST-0007898,handbags,medium,"Montclair House,Veloce Luxe,Bellezza Studio","classic,designer",weekday_morning
CUST-0007899,"home,accessories,jewelry",medium,Luxe & Co.,athleisure,weekday_morning
CUST-0007900,"beauty,women,handbags",high,"Aurelle Couture,Bellezza Studio,Luxe & Co.","editorial,contemporary",weekday_morning
CUST-0007901,"men,accessories",low,"Luxe & Co.,Montclair House","contemporary,classic",weekend
CUST-0007902,"handbags,accessories",medium,,"classic,athleisure",weekday_morning
CUST-0007903,"women,beauty",high,Montclair House,designer,weekday_morning
CUST-0007904,women,medium,,"editorial,designer",anytime
CUST-0007905,home,medium,"Seaside Atelier,Luxe & Co.,Veloce Luxe",editorial,weekday_morning
CUST-0007906,"handbags,jewelry,women",high,"Montclair House,Veloce Luxe",editorial,anytime
CUST-0007907,"women,accessories",high,"Veloce Luxe,Bellezza Studio",editorial,anytime
CUST-0007908,home,medium,"Montclair House,Bellezza Studio",athleisure,weekday_morning
CUST-0007909,jewelry,medium,"Bellezza Studio,Veloce Luxe,Seaside Atelier",editorial,anytime
CUST-0007910,"jewelry,men,women",medium,,"classic,contemporary",weekday_morning
CUST-0007911,jewelry,high,,"contemporary,classic",anytime
CUST-0007912,beauty,medium,,designer,weekday_evening
CUST-0007913,home,high,Veloce Luxe,"athleisure,contemporary",anytime
CUST-0007914,accessories,medium,,classic,anytime
CUST-0007915,"shoes,accessories",medium,"Montclair House,Veloce Luxe",editorial,weekday_evening
CUST-0007916,accessories,medium,"Veloce Luxe,Montclair House","designer,editorial",anytime
CUST-0007917,"home,beauty",high,"Montclair House,Seaside Atelier,Luxe & Co.","classic,designer",weekday_evening
CUST-0007918,accessories,high,Bellezza Studio,classic,anytime
CUST-0007919,"handbags,women",medium,Veloce Luxe,editorial,anytime
CUST-0007920,men,medium,Bellezza Studio,designer,anytime
CUST-0007921,beauty,medium,Aurelle Couture,designer,weekday_morning
CUST-0007922,"handbags,beauty,women",low,"Luxe & Co.,Bellezza Studio","athleisure,designer",anytime
CUST-0007923,men,medium,"Montclair House,Luxe & Co.",designer,weekday_evening
CUST-0007924,"handbags,beauty,accessories",medium,,athleisure,weekday_evening
CUST-0007925,"handbags,men,beauty",medium,"Bellezza Studio,Aurelle Couture,Veloce Luxe","contemporary,editorial",anytime
CUST-0007926,"shoes,handbags",high,,"athleisure,editorial",weekday_evening
CUST-0007927,home,low,"Aurelle Couture,Montclair House,Veloce Luxe","contemporary,athleisure",weekday_evening
CUST-0007928,beauty,low,Aurelle Couture,contemporary,weekday_evening
CUST-0007929,men,medium,,"athleisure,designer",weekday_evening
CUST-0007930,jewelry,medium,"Luxe & Co.,Bellezza Studio,Aurelle Couture",contemporary,weekday_evening
CUST-0007931,"women,shoes,home",high,,athleisure,weekday_evening
CUST-0007932,"home,jewelry,men",medium,"Bellezza Studio,Seaside Atelier","athleisure,designer",anytime
CUST-0007933,"beauty,jewelry,men",medium,Veloce Luxe,"contemporary,classic",weekend
CUST-0007934,"handbags,men,accessories",high,Seaside Atelier,athleisure,weekday_morning
CUST-0007935,"home,men,shoes",low,"Bellezza Studio,Aurelle Couture,Luxe & Co.",contemporary,weekend
CUST-0007936,"men,home",medium,"Aurelle Couture,Montclair House,Bellezza Studio",designer,weekend
CUST-0007937,"shoes,jewelry",low,Montclair House,"athleisure,designer",anytime
CUST-0007938,"beauty,shoes",high,Luxe & Co.,"designer,athleisure",weekday_evening
CUST-0007939,"men,beauty,home",medium,Bellezza Studio,athleisure,weekday_morning
CUST-0007940,"jewelry,handbags",medium,"Veloce Luxe,Seaside Atelier",contemporary,anytime
CUST-0007941,"handbags,home,men",medium,"Luxe & Co.,Bellezza Studio,Seaside Atelier","classic,editorial",weekday_evening
CUST-0007942,"handbags,shoes,women",medium,,editorial,weekday_morning
CUST-0007943,"men,home,beauty",medium,"Veloce Luxe,Bellezza Studio,Montclair House",editorial,anytime
CUST-0007944,"shoes,jewelry",medium,,"designer,editorial",weekday_evening
CUST-0007945,beauty,low,,"editorial,contemporary",weekend
CUST-0007946,"jewelry,home",medium,"Luxe & Co.,Aurelle Couture,Veloce Luxe",designer,weekend
CUST-0007947,home,low,Aurelle Couture,designer,weekend
CUST-0007948,"women,jewelry,handbags",high,"Veloce Luxe,Seaside Atelier,Aurelle Couture","classic,designer",weekday_morning
CUST-0007949,handbags,medium,"Seaside Atelier,Montclair House,Bellezza Studio",classic,weekday_evening
CUST-0007950,"handbags,accessories",medium,"Bellezza Studio,Veloce Luxe,Montclair House","contemporary,classic",weekday_morning
CUST-0007951,jewelry,medium,Seaside Atelier,classic,weekday_morning
CUST-0007952,"home,beauty,jewelry",low,"Aurelle Couture,Luxe & Co.,Montclair House","athleisure,editorial",anytime
CUST-0007953,"home,jewelry,men",low,,contemporary,weekend
CUST-0007954,"beauty,men,jewelry",medium,Bellezza Studio,"editorial,designer",weekday_morning
CUST-0007955,"men,beauty,home",medium,,"contemporary,designer",weekday_evening
CUST-0007956,shoes,low,"Bellezza Studio,Seaside Atelier","designer,contemporary",weekday_evening
CUST-0007957,women,medium,,"athleisure,designer",weekday_morning
CUST-0007958,accessories,high,"Montclair House,Luxe & Co.",editorial,weekday_evening
CUST-0007959,"women,beauty,handbags",medium,"Luxe & Co.,Seaside Atelier,Montclair House","athleisure,editorial",weekday_morning
CUST-0007960,home,high,Bellezza Studio,"athleisure,editorial",anytime
CUST-0007961,"handbags,jewelry",medium,,"athleisure,classic",weekday_evening
CUST-0007962,"home,beauty",low,,"contemporary,athleisure",weekend
CUST-0007963,"handbags,men",high,,"contemporary,designer",weekend
CUST-0007964,"shoes,accessories,men",low,"Luxe & Co.,Veloce Luxe",athleisure,weekday_morning
CUST-0007965,"shoes,home,beauty",medium,"Veloce Luxe,Bellezza Studio",contemporary,weekend
CUST-0007966,"beauty,accessories",medium,Bellezza Studio,"classic,athleisure",weekday_evening
CUST-0007967,home,high,"Seaside Atelier,Aurelle Couture",classic,weekday_morning
CUST-0007968,"men,home,jewelry",low,,contemporary,weekday_evening
CUST-0007969,"handbags,women,men",medium,Bellezza Studio,designer,weekday_morning
CUST-0007970,"jewelry,home,shoes",medium,,designer,weekend
CUST-0007971,handbags,high,"Bellezza Studio,Seaside Atelier",classic,weekday_evening
CUST-0007972,"home,accessories",medium,Seaside Atelier,"editorial,designer",weekday_evening
CUST-0007973,jewelry,high,,"classic,editorial",weekday_morning
CUST-0007974,shoes,high,"Montclair House,Seaside Atelier,Aurelle Couture",classic,weekend
CUST-0007975,"men,shoes,women",low,"Seaside Atelier,Luxe & Co.,Bellezza Studio","athleisure,designer",anytime
CUST-0007976,"shoes,accessories",medium,Aurelle Couture,athleisure,anytime
CUST-0007977,"men,shoes,beauty",medium,,designer,anytime
CUST-0007978,jewelry,high,,contemporary,anytime
CUST-0007979,handbags,medium,"Veloce Luxe,Bellezza Studio,Montclair House",editorial,weekday_morning
CUST-0007980,"jewelry,shoes,women",medium,Luxe & Co.,"athleisure,editorial",weekday_morning
CUST-0007981,shoes,low,"Veloce Luxe,Seaside Atelier,Bellezza Studio","editorial,classic",weekend
CUST-0007982,handbags,medium,"Aurelle Couture,Luxe & Co.,Montclair House","athleisure,classic",weekday_evening
CUST-0007983,"home,men,jewelry",low,Bellezza Studio,"athleisure,classic",weekday_evening
CUST-0007984,"shoes,beauty,handbags",medium,"Seaside Atelier,Montclair House","editorial,designer",weekday_evening
CUST-0007985,"jewelry,shoes,women",medium,Seaside Atelier,athleisure,weekend
CUST-0007986,men,medium,"Luxe & Co.,Aurelle Couture,Bellezza Studio","contemporary,editorial",weekend
CUST-0007987,"shoes,handbags,home",low,,athleisure,anytime
CUST-0007988,men,medium,Bellezza Studio,designer,weekend
CUST-0007989,"jewelry,women",medium,"Montclair House,Luxe & Co.,Seaside Atelier","designer,athleisure",weekend
CUST-0007990,"accessories,beauty,shoes",low,"Seaside Atelier,Veloce Luxe,Montclair House",contemporary,weekday_evening
CUST-0007991,"jewelry,handbags,shoes",medium,"Luxe & Co.,Bellezza Studio","editorial,contemporary",anytime
CUST-0007992,"women,handbags,men",high,,editorial,weekend
CUST-0007993,"shoes,handbags",low,"Seaside Atelier,Luxe & Co.,Bellezza Studio",editorial,anytime
CUST-0007994,"jewelry,beauty,women",medium,"Luxe & Co.,Montclair House,Veloce Luxe","classic,contemporary",weekday_morning
CUST-0007995,"handbags,shoes,accessories",low,Bellezza Studio,athleisure,weekend
CUST-0007996,"handbags,jewelry",low,"Bellezza Studio,Luxe & Co.","editorial,contemporary",weekday_morning
CUST-0007997,men,low,"Montclair House,Luxe & Co.,Veloce Luxe","contemporary,classic",weekday_morning
CUST-0007998,"beauty,women,jewelry",high,Luxe & Co.,"editorial,classic",weekend
CUST-0007999,"men,jewelry,home",medium,"Luxe & Co.,Seaside Atelier,Veloce Luxe",athleisure,weekday_evening
CUST-0008000,"jewelry,accessories",medium,"Montclair House,Bellezza Studio,Seaside Atelier",athleisure,anytime
CUST-0008001,women,high,"Luxe & Co.,Montclair House,Bellezza Studio",classic,weekend
CUST-0008002,"women,jewelry,accessories",high,"Montclair House,Seaside Atelier",editorial,weekday_morning
CUST-0008003,shoes,high,"Bellezza Studio,Montclair House,Seaside Atelier","athleisure,editorial",weekday_evening
CUST-0008004,women,medium,"Montclair House,Aurelle Couture",athleisure,weekday_morning
CUST-0008005,beauty,low,,designer,anytime
CUST-0008006,"jewelry,home,women",medium,Luxe & Co.,"classic,contemporary",weekday_evening
CUST-0008007,shoes,high,"Luxe & Co.,Seaside Atelier",designer,weekend
CUST-0008008,"home,women",medium,"Bellezza Studio,Luxe & Co.",designer,weekend
CUST-0008009,"beauty,home,men",high,Bellezza Studio,"athleisure,contemporary",anytime
CUST-0008010,shoes,low,"Veloce Luxe,Seaside Atelier,Bellezza Studio","designer,contemporary",weekday_morning
CUST-0008011,shoes,high,Montclair House,designer,weekday_morning
CUST-0008012,"women,jewelry",medium,Veloce Luxe,"editorial,athleisure",weekday_evening
CUST-0008013,home,medium,"Seaside Atelier,Montclair House,Luxe & Co.","editorial,contemporary",weekday_evening
CUST-0008014,"beauty,handbags,women",low,"Seaside Atelier,Luxe & Co.","athleisure,designer",weekday_evening
CUST-0008015,"women,men,handbags",medium,"Luxe & Co.,Montclair House",editorial,weekday_evening
CUST-0008016,"beauty,shoes",low,Aurelle Couture,contemporary,weekday_evening
CUST-0008017,shoes,medium,"Luxe & Co.,Aurelle Couture,Seaside Atelier",athleisure,weekday_evening
CUST-0008018,men,medium,"Seaside Atelier,Luxe & Co.,Bellezza Studio","contemporary,classic",weekday_evening
CUST-0008019,"handbags,women",medium,"Montclair House,Veloce Luxe,Aurelle Couture",athleisure,anytime
CUST-0008020,"men,jewelry,handbags",high,,athleisure,weekend
CUST-0008021,accessories,medium,,editorial,weekday_evening
CUST-0008022,men,medium,"Luxe & Co.,Veloce Luxe",designer,weekday_morning
CUST-0008023,"accessories,women",medium,"Aurelle Couture,Bellezza Studio,Seaside Atelier","contemporary,designer",weekday_evening
CUST-0008024,"beauty,shoes",high,"Luxe & Co.,Veloce Luxe",athleisure,weekday_evening
CUST-0008025,"men,accessories,home",medium,"Bellezza Studio,Veloce Luxe","classic,athleisure",anytime
CUST-0008026,"shoes,handbags",low,"Bellezza Studio,Veloce Luxe,Montclair House",contemporary,anytime
CUST-0008027,handbags,low,"Bellezza Studio,Montclair House,Veloce Luxe",editorial,weekday_morning
CUST-0008028,"beauty,handbags,home",medium,Aurelle Couture,designer,weekend
CUST-0008029,"home,handbags,beauty",medium,,"editorial,classic",weekday_morning
CUST-0008030,"women,jewelry,home",high,Montclair House,"designer,athleisure",anytime
CUST-0008031,"women,men,accessories",medium,"Bellezza Studio,Luxe & Co.,Montclair House","editorial,designer",weekday_morning
CUST-0008032,men,medium,,athleisure,weekend
CUST-0008033,"handbags,men,jewelry",high,"Aurelle Couture,Bellezza Studio",athleisure,weekend
CUST-0008034,"accessories,handbags,jewelry",high,,designer,anytime
CUST-0008035,men,medium,Seaside Atelier,designer,weekday_morning
CUST-0008036,"beauty,shoes,jewelry",medium,"Veloce Luxe,Montclair House,Aurelle Couture","designer,contemporary",weekend
CUST-0008037,"home,men",medium,Bellezza Studio,contemporary,weekday_evening
CUST-0008038,"jewelry,men,accessories",medium,,athleisure,anytime
CUST-0008039,"home,accessories,jewelry",high,,"designer,classic",anytime
CUST-0008040,"home,men",medium,"Veloce Luxe,Aurelle Couture","classic,contemporary",weekday_morning
CUST-0008041,men,low,Montclair House,editorial,anytime
CUST-0008042,handbags,medium,"Aurelle Couture,Veloce Luxe",contemporary,weekend
CUST-0008043,"shoes,accessories,men",medium,"Veloce Luxe,Bellezza Studio","contemporary,designer",weekday_morning
CUST-0008044,"handbags,shoes,women",medium,"Seaside Atelier,Montclair House","athleisure,contemporary",weekend
CUST-0008045,"accessories,beauty",high,Montclair House,editorial,weekday_morning
CUST-0008046,accessories,medium,"Aurelle Couture,Bellezza Studio",designer,weekday_evening
CUST-0008047,"women,handbags",medium,"Luxe & Co.,Aurelle Couture",contemporary,weekend
CUST-0008048,"men,beauty",medium,Veloce Luxe,"classic,athleisure",weekday_morning
CUST-0008049,"accessories,shoes,men",medium,"Montclair House,Luxe & Co.,Veloce Luxe","designer,editorial",weekday_evening
CUST-0008050,"jewelry,accessories",high,,"contemporary,editorial",weekday_evening
CUST-0008051,"shoes,women",medium,"Montclair House,Bellezza Studio,Aurelle Couture",athleisure,anytime
CUST-0008052,"women,jewelry,men",medium,"Aurelle Couture,Veloce Luxe","designer,editorial",weekend
CUST-0008053,"beauty,women",low,,designer,anytime
CUST-0008054,men,medium,"Montclair House,Seaside Atelier","contemporary,designer",weekday_morning
CUST-0008055,"men,accessories",medium,Bellezza Studio,"designer,contemporary",anytime
CUST-0008056,handbags,medium,"Bellezza Studio,Montclair House","athleisure,designer",weekend
CUST-0008057,"jewelry,men",medium,"Bellezza Studio,Seaside Atelier,Aurelle Couture",contemporary,weekday_morning
CUST-0008058,"men,beauty",medium,,"athleisure,contemporary",weekday_morning
CUST-0008059,"accessories,women",medium,"Veloce Luxe,Aurelle Couture,Montclair House","designer,editorial",anytime
CUST-0008060,handbags,medium,"Aurelle Couture,Veloce Luxe,Bellezza Studio","editorial,classic",weekday_evening
CUST-0008061,"shoes,handbags,home",medium,,contemporary,weekday_morning
CUST-0008062,jewelry,high,,"contemporary,editorial",weekday_evening
CUST-0008063,"jewelry,accessories",low,"Luxe & Co.,Seaside Atelier","contemporary,editorial",weekday_evening
CUST-0008064,"beauty,home",high,"Seaside Atelier,Bellezza Studio,Luxe & Co.","editorial,classic",weekday_morning
CUST-0008065,"women,handbags,beauty",medium,"Aurelle Couture,Veloce Luxe,Bellezza Studio","contemporary,athleisure",weekend
CUST-0008066,beauty,medium,"Aurelle Couture,Bellezza Studio,Montclair House","classic,contemporary",weekday_evening
CUST-0008067,shoes,high,"Aurelle Couture,Veloce Luxe",classic,weekday_evening
CUST-0008068,"accessories,handbags",high,"Seaside Atelier,Luxe & Co.",athleisure,weekend
CUST-0008069,"men,beauty",medium,"Aurelle Couture,Seaside Atelier","contemporary,athleisure",weekday_evening
CUST-0008070,jewelry,medium,"Veloce Luxe,Seaside Atelier","athleisure,designer",anytime
CUST-0008071,"shoes,beauty",low,Luxe & Co.,"athleisure,contemporary",weekday_evening
CUST-0008072,accessories,high,,classic,weekend
CUST-0008073,"jewelry,men",medium,,"designer,editorial",anytime
CUST-0008074,shoes,high,"Seaside Atelier,Luxe & Co.","contemporary,classic",weekend
CUST-0008075,"shoes,home",medium,"Luxe & Co.,Aurelle Couture","classic,editorial",anytime
CUST-0008076,accessories,high,"Bellezza Studio,Veloce Luxe",contemporary,weekend
CUST-0008077,"men,beauty,accessories",medium,,"classic,contemporary",weekday_evening
CUST-0008078,home,medium,,"contemporary,athleisure",weekday_evening
CUST-0008079,"women,accessories,home",high,,contemporary,weekend
CUST-0008080,accessories,high,,"contemporary,classic",weekend
CUST-0008081,"home,handbags,jewelry",low,"Veloce Luxe,Seaside Atelier","editorial,designer",weekend
CUST-0008082,"handbags,home,shoes",low,Luxe & Co.,"designer,editorial",weekend
CUST-0008083,"shoes,jewelry",low,Veloce Luxe,designer,anytime
CUST-0008084,handbags,medium,"Montclair House,Bellezza Studio,Veloce Luxe",classic,weekend
CUST-0008085,"handbags,jewelry,beauty",medium,,"athleisure,editorial",anytime
CUST-0008086,women,medium,Montclair House,contemporary,anytime
CUST-0008087,"men,handbags",medium,"Aurelle Couture,Montclair House,Seaside Atelier",contemporary,weekend
CUST-0008088,"beauty,jewelry,handbags",medium,,editorial,anytime
CUST-0008089,"accessories,beauty",medium,Aurelle Couture,"classic,athleisure",weekend
CUST-0008090,women,medium,"Veloce Luxe,Seaside Atelier",designer,weekday_morning
CUST-0008091,"accessories,handbags,women",medium,Bellezza Studio,"contemporary,classic",weekday_morning
CUST-0008092,"shoes,jewelry",medium,Veloce Luxe,designer,weekday_evening
CUST-0008093,"jewelry,women",high,"Seaside Atelier,Veloce Luxe,Luxe & Co.",classic,weekday_morning
CUST-0008094,women,medium,,contemporary,weekday_morning
CUST-0008095,shoes,medium,Veloce Luxe,"contemporary,classic",weekday_evening
CUST-0008096,"handbags,jewelry,shoes",low,,designer,weekend
CUST-0008097,"jewelry,women",low,"Veloce Luxe,Seaside Atelier,Bellezza Studio",athleisure,weekday_morning
CUST-0008098,"men,shoes",low,"Bellezza Studio,Aurelle Couture,Veloce Luxe",classic,anytime
CUST-0008099,"jewelry,shoes,home",medium,,"editorial,athleisure",weekend
CUST-0008100,"accessories,women",medium,Seaside Atelier,"editorial,contemporary",weekend
CUST-0008101,"jewelry,women",high,"Luxe & Co.,Seaside Atelier",designer,weekend
CUST-0008102,"handbags,accessories,shoes",medium,Luxe & Co.,contemporary,anytime
CUST-0008103,handbags,medium,"Montclair House,Seaside Atelier","designer,contemporary",weekday_evening
CUST-0008104,"men,women,beauty",medium,"Veloce Luxe,Aurelle Couture","athleisure,editorial",weekday_morning
CUST-0008105,"accessories,handbags,beauty",medium,,"athleisure,contemporary",anytime
CUST-0008106,jewelry,medium,"Aurelle Couture,Seaside Atelier","classic,athleisure",weekday_morning
CUST-0008107,"shoes,beauty,men",medium,"Bellezza Studio,Seaside Atelier,Aurelle Couture",designer,anytime
CUST-0008108,men,low,"Aurelle Couture,Bellezza Studio","contemporary,athleisure",weekday_morning
CUST-0008109,men,medium,"Bellezza Studio,Montclair House","designer,athleisure",anytime
CUST-0008110,jewelry,high,,editorial,weekday_morning
CUST-0008111,"women,shoes",high,"Bellezza Studio,Luxe & Co.,Veloce Luxe",contemporary,weekday_morning
CUST-0008112,handbags,low,"Montclair House,Aurelle Couture,Bellezza Studio",athleisure,weekday_morning
CUST-0008113,"shoes,home",medium,Bellezza Studio,editorial,weekday_evening
CUST-0008114,home,medium,,athleisure,weekday_evening
CUST-0008115,home,medium,"Bellezza Studio,Luxe & Co.,Seaside Atelier","editorial,classic",anytime
CUST-0008116,beauty,low,Seaside Atelier,contemporary,weekday_morning
CUST-0008117,"beauty,women,shoes",medium,"Seaside Atelier,Luxe & Co.,Montclair House","classic,designer",anytime
CUST-0008118,"beauty,handbags",medium,"Aurelle Couture,Veloce Luxe",designer,weekday_morning
CUST-0008119,"men,women",medium,"Montclair House,Veloce Luxe","athleisure,editorial",weekday_evening
CUST-0008120,"home,handbags,shoes",medium,,"classic,editorial",weekday_morning
CUST-0008121,"men,home,jewelry",medium,"Veloce Luxe,Bellezza Studio","classic,contemporary",weekday_morning
CUST-0008122,handbags,medium,"Seaside Atelier,Aurelle Couture","designer,athleisure",anytime
CUST-0008123,"jewelry,accessories,home",medium,"Seaside Atelier,Aurelle Couture,Veloce Luxe",contemporary,weekend
CUST-0008124,"women,accessories",high,"Luxe & Co.,Aurelle Couture,Veloce Luxe",designer,weekend
CUST-0008125,"home,jewelry",low,,athleisure,anytime
CUST-0008126,"jewelry,accessories,handbags",high,Bellezza Studio,"editorial,contemporary",weekend
CUST-0008127,"women,accessories",medium,"Seaside Atelier,Aurelle Couture",editorial,weekday_evening
CUST-0008128,"accessories,beauty,women",high,Bellezza Studio,athleisure,weekend
CUST-0008129,"jewelry,home,beauty",high,"Aurelle Couture,Seaside Atelier","classic,contemporary",weekday_evening
CUST-0008130,shoes,medium,"Seaside Atelier,Bellezza Studio,Luxe & Co.",classic,anytime
CUST-0008131,accessories,medium,"Luxe & Co.,Aurelle Couture","designer,editorial",weekday_evening
CUST-0008132,shoes,high,,"designer,classic",anytime
CUST-0008133,"men,home",medium,Montclair House,athleisure,weekday_evening
CUST-0008134,"women,beauty,jewelry",low,,"designer,contemporary",anytime
CUST-0008135,handbags,medium,Bellezza Studio,"editorial,athleisure",weekend
CUST-0008136,"accessories,beauty,men",medium,,contemporary,weekday_morning
CUST-0008137,"accessories,men",medium,"Bellezza Studio,Seaside Atelier",designer,weekday_morning
CUST-0008138,"handbags,shoes",high,"Bellezza Studio,Seaside Atelier,Aurelle Couture","classic,contemporary",weekday_morning
CUST-0008139,"men,handbags,shoes",medium,"Montclair House,Veloce Luxe","editorial,athleisure",weekday_morning
CUST-0008140,"beauty,women,handbags",high,"Aurelle Couture,Montclair House,Seaside Atelier","classic,designer",weekday_evening
CUST-0008141,"jewelry,women",medium,Montclair House,"athleisure,contemporary",weekday_morning
CUST-0008142,handbags,medium,"Bellezza Studio,Aurelle Couture,Luxe & Co.",classic,weekend
CUST-0008143,"jewelry,women,home",medium,"Bellezza Studio,Seaside Atelier,Luxe & Co.","contemporary,athleisure",weekend
CUST-0008144,shoes,high,,"contemporary,designer",weekday_evening
CUST-0008145,"home,accessories",low,Aurelle Couture,classic,weekend
CUST-0008146,"home,jewelry,men",medium,"Bellezza Studio,Veloce Luxe,Montclair House","classic,designer",weekday_evening
CUST-0008147,handbags,medium,,classic,anytime
CUST-0008148,"accessories,beauty",high,Aurelle Couture,"classic,editorial",weekday_morning
CUST-0008149,"women,handbags,shoes",high,"Veloce Luxe,Aurelle Couture","editorial,classic",weekend
CUST-0008150,"accessories,home,handbags",medium,"Seaside Atelier,Luxe & Co.",classic,weekday_evening
CUST-0008151,jewelry,low,,athleisure,weekday_evening
CUST-0008152,"accessories,beauty,shoes",low,,"classic,designer",weekend
CUST-0008153,"beauty,women",medium,"Veloce Luxe,Bellezza Studio,Montclair House","designer,athleisure",anytime
CUST-0008154,accessories,medium,"Montclair House,Seaside Atelier",editorial,weekend
CUST-0008155,"men,beauty",medium,,editorial,weekday_morning
CUST-0008156,handbags,medium,,"athleisure,contemporary",weekday_evening
CUST-0008157,"men,shoes",low,,editorial,weekday_morning
CUST-0008158,"accessories,shoes",medium,,designer,weekday_evening
CUST-0008159,"handbags,women",medium,"Aurelle Couture,Bellezza Studio","athleisure,classic",anytime
CUST-0008160,"beauty,jewelry",low,"Aurelle Couture,Veloce Luxe,Luxe & Co.",designer,weekday_morning
CUST-0008161,"jewelry,accessories",low,,"athleisure,designer",weekend
CUST-0008162,"shoes,jewelry",medium,"Bellezza Studio,Seaside Atelier",contemporary,weekend
CUST-0008163,"beauty,handbags,jewelry",low,,"editorial,classic",anytime
CUST-0008164,"home,women,jewelry",medium,Montclair House,athleisure,anytime
CUST-0008165,"accessories,women",medium,"Bellezza Studio,Luxe & Co.",classic,anytime
CUST-0008166,"beauty,women",medium,Montclair House,classic,weekday_morning
CUST-0008167,beauty,low,"Aurelle Couture,Luxe & Co.,Bellezza Studio",athleisure,weekend
CUST-0008168,"home,women,accessories",medium,Luxe & Co.,contemporary,weekday_morning
CUST-0008169,home,high,,"classic,designer",weekend
